COUNTRY_DISPLAY,YEAR_DISPLAY,STARTYEAR,ENDYEAR,GHO_DISPLAY,DIMENSION_NAME,Value_num
Bhutan,1993,1993,1993,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,16.3
Bhutan,2006,2006,2006,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Both sexes,10.4
Bhutan,1994,1994,1994,"Mean Non-HDL cholesterol, age-standardized",Female,3.1
Bhutan,2022,2022,2022,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,14.3
Bhutan,1991,1991,1991,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,1.1
Bhutan,1995,1995,1995,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,1.6
Bhutan,2011,2011,2011,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,10.5
Bhutan,1979,1979,1979,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.53
Bhutan,1991,1991,1991,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,2.2
Bhutan,2007,2007,2007,Total NCD Deaths,Male,1200
Bhutan,2020,2020,2020,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,10.7
Bhutan,1969,1969,1969,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,0.53
Bhutan,2013,2013,2013,"Prevalence of diabetes, crude",Both sexes,11.7
Bhutan,2007,2007,2007,"Prevalence of diabetes, crude",Female,11.2
Bhutan,2015,2015,2015,"Prevalence of diabetes, crude",Both sexes,16.9
Bhutan,2021,2021,2021,Estimate of current cigarette smoking prevalence (%),Male,8.3
Bhutan,2002,2002,2002,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,58
Bhutan,2021,2021,2021,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,14.7
Bhutan,2004,2004,2004,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.9
Bhutan,2021,2021,2021,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,3.3
Bhutan,2018,2018,2018,"Mean total cholesterol,  age-standardized",Both sexes,4.1
Bhutan,2005,2005,2005,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,2.8
Bhutan,1992,1992,1992,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,14.3
Bhutan,1987,1987,1987,"Mean HDL cholesterol, crude",Male,1.2
Bhutan,2009,2009,2009,"Prevalence of diabetes, crude",Male,10.6
Bhutan,2019,2019,2019,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,3.8
Bhutan,2020,2020,2020,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,5.7
Bhutan,2016,2016,2016,"Prevalence of diabetes, crude",Male,11.7
Bhutan,1991,1991,1991,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,17.8
Bhutan,1992,1992,1992,"Mean total cholesterol,  age-standardized",Female,4.2
Bhutan,1999,1999,1999,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,8.8
Bhutan,1999,1999,1999,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.1
Bhutan,2004,2004,2004,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,6.8
Bhutan,1968,1968,1968,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1994,1994,1994,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,21.6
Bhutan,2017,2017,2017,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,4.3
Bhutan,2017,2017,2017,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,11.5
Bhutan,2021,2021,2021,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,16.7
Bhutan,2022,2022,2022,Estimate of current tobacco use prevalence (%) (age-standardized rate),Male,26.2
Bhutan,2003,2003,2003,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,19.8
Bhutan,2008,2008,2008,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,49
Bhutan,2010,2010,2010,Estimate of current tobacco use prevalence (%) (age-standardized rate),Male,31.1
Bhutan,2010,2010,2010,"Mean HDL cholesterol, crude",Both sexes,1.1
Bhutan,2003,2003,2003,"Mean total cholesterol,  age-standardized",Both sexes,4.3
Bhutan,2004,2004,2004,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,3.9
Bhutan,2004,2004,2004,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,2011,2011,2011,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,10.9
Bhutan,1993,1993,1993,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,2015,2015,2015,"Mean HDL cholesterol, crude",Male,1.1
Bhutan,2006,2006,2006,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7.6
Bhutan,2013,2013,2013,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,10.3
Bhutan,2005,2005,2005,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,20.9
Bhutan,2015,2015,2015,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,2010,2010,2010,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,6.2
Bhutan,1992,1992,1992,"Prevalence of diabetes, age-standardized",Female,10.1
Bhutan,2015,2015,2015,Estimate of current cigarette smoking prevalence (%),Both sexes,6.2
Bhutan,2022,2022,2022,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,5.2
Bhutan,1993,1993,1993,"Prevalence of diabetes, age-standardized",Male,12.5
Bhutan,1994,1994,1994,"Diabetes treatment coverage, age-standardized",Both sexes,14.3
Bhutan,1995,1995,1995,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,0.8
Bhutan,1994,1994,1994,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,20.6
Bhutan,2005,2005,2005,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,2.1
Bhutan,2019,2019,2019,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",Both sexes,4.4
Bhutan,1990,1990,1990,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Both sexes,5.8
Bhutan,2018,2018,2018,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,1999,1999,1999,"Diabetes treatment coverage, age-standardized",Female,13.5
Bhutan,2017,2017,2017,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,15.6
Bhutan,1994,1994,1994,"Mean Non-HDL cholesterol, age-standardized",Male,3.1
Bhutan,2021,2021,2021,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Female,11.1
Bhutan,2013,2013,2013,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,16.2
Bhutan,1999,1999,1999,"Diabetes treatment coverage, age-standardized",Male,14
Bhutan,2009,2009,2009,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Female,47
Bhutan,2019,2019,2019,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,15.1
Bhutan,2019,2019,2019,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,4.5
Bhutan,2010,2010,2010,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),Male,10.1
Bhutan,2006,2006,2006,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,7.5
Bhutan,2001,2001,2001,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.7
Bhutan,2019,2019,2019,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,17.6
Bhutan,1991,1991,1991,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Female,2.3
Bhutan,2017,2017,2017,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,11.9
Bhutan,2001,2001,2001,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2010,2010,2010,"Prevalence of diabetes, age-standardized",Both sexes,17.6
Bhutan,2012,2012,2012,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,4.5
Bhutan,2017,2017,2017,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,7.7
Bhutan,2015,2015,2015,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,2007,2007,2007,Total NCD Deaths,Female,980
Bhutan,2020,2020,2020,"Prevalence of diabetes, age-standardized",Female,15.9
Bhutan,2008,2008,2008,"Mean Non-HDL cholesterol, age-standardized",Male,3.2
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Both sexes,4.7
Bhutan,2009,2009,2009,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,2014,2014,2014,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,12.3
Bhutan,1988,1988,1988,"Mean HDL cholesterol, age-standardized",Male,1.2
Bhutan,2015,2015,2015,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Female,16.1
Bhutan,1965,1965,1965,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2005,2005,2005,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2006,2006,2006,"Mean HDL cholesterol, age-standardized",Male,1.1
Bhutan,2007,2007,2007,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.2
Bhutan,2013,2013,2013,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,33.1
Bhutan,2008,2008,2008,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,1997,1997,1997,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,2004,2004,2004,"Prevalence of diabetes, age-standardized",Male,15.8
Bhutan,2001,2001,2001,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,12
Bhutan,2018,2018,2018,"Mean HDL cholesterol, crude",Both sexes,1.1
Bhutan,2015,2015,2015,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,6.3
Bhutan,2012,2012,2012,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.1
Bhutan,2008,2008,2008,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.3
Bhutan,2001,2001,2001,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,19.6
Bhutan,1969,1969,1969,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,0.53
Bhutan,2007,2007,2007,Crude suicide rates (per 100 000 population),Male,6.7
Bhutan,2011,2011,2011,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,32.8
Bhutan,1999,1999,1999,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,5.4
Bhutan,2020,2020,2020,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,5.7
Bhutan,2010,2010,2010,"Mean HDL cholesterol, crude",Male,1.1
Bhutan,2006,2006,2006,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",Male,20.6
Bhutan,2003,2003,2003,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Both sexes,3.7
Bhutan,2009,2009,2009,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,9.1
Bhutan,1994,1994,1994,"Mean Non-HDL cholesterol, age-standardized",Both sexes,3.1
Bhutan,2014,2014,2014,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Both sexes,34.4
Bhutan,1990,1990,1990,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Male,11.5
Bhutan,1980,1980,1980,"Mean HDL cholesterol, crude",Female,1.2
Bhutan,1990,1990,1990,"Prevalence of diabetes, age-standardized",Male,8.8
Bhutan,2005,2005,2005,Crude suicide rates (per 100 000 population),Both sexes,5.8
Bhutan,1999,1999,1999,"Mean Non-HDL cholesterol, age-standardized",Male,3.2
Bhutan,2000,2000,2000,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.5
Bhutan,1981,1981,1981,"Mean Non-HDL cholesterol, crude",Male,2.9
Bhutan,1993,1993,1993,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,1982,1982,1982,"Mean total cholesterol,  age-standardized",Both sexes,4.1
Bhutan,2012,2012,2012,"Mean Non-HDL cholesterol, crude",Both sexes,3.1
Bhutan,2011,2011,2011,"Mean Non-HDL cholesterol, age-standardized",Female,3.2
Bhutan,2010,2010,2010,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,1993,1993,1993,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2021,2021,2021,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.4
Bhutan,2021,2021,2021,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,6.1
Bhutan,2004,2004,2004,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,7.7
